ts,ear,iris,yaw,pitch,roll,status,confidence
1784074994.9114492,0.6058410438227664,1.7237631237117927,-26.593644098596002,-21.979378451417773,-23.435990139572773,Focused,0.9422190881482674
1784074995.097943,0.6286684580710076,1.7604312440291636,-29.60766428640751,-37.650451952818756,-55.30996948411481,Focused,0.9505741019176862
1784074995.3175545,0.6457923159118619,1.7973801091861321,-33.12622994498322,-53.33793826487916,-86.43649293639521,Focused,0.9608054493612066
1784074995.5156348,0.6664489968581282,1.8383023519986086,-36.36910041810843,-54.467173886263666,-83.0214886596868,Focused,0.9608230627798043
1784074995.7155256,0.677821675912383,1.8545642349400542,-38.96773145114755,-70.1061549356053,-114.31564336979196,Focused,0.9894550791729256
1784074995.8977594,0.6975117587575735,1.88077330160318,-41.89753351735246,-85.72057633308194,-145.4868343544975,Focused,0.9916963048081285
1784074996.1093776,0.7041063006735194,1.8838455698281424,-43.334098810557705,-86.02858962933688,-143.60809710841104,Focused,0.991199512120006
1784074996.3172705,0.6879885191940945,1.895787368274237,-43.958776437089796,-86.19380994778071,-142.61987453446142,Focused,0.9762412340295136
1784074996.4998102,0.7057072205289394,1.917238805414873,-44.721753963200236,-86.26560770436276,-141.53270361686367,Focused,0.9707020807256939
1784074996.7172394,0.7157730527017633,1.933595259346846,-45.855940179831016,-86.20264768182588,-140.37441926545657,Focused,0.9727778982634246
1784074997.4101522,0.6658688575380982,1.8940638732029291,-41.46513677175418,-71.17447998455889,-142.28482668654388,Focused,0.971525094805967
1784074997.6032367,0.6018575862236503,1.839339483649353,-36.95653076186458,-56.34230226172508,-143.9042986659777,Focused,0.8861816574709462
1784074997.8172128,0.5811543390506244,1.7876238895524523,-30.855625617554892,-55.42574357465325,-112.59280993779404,Focused,0.904884083797902
1784074998.0008032,0.5501632486637826,1.7334527809526499,-25.92342551747983,-40.53655296318876,-114.79065979433008,Focused,0.8855724157156883
1784074998.2173886,0.5208487353350162,1.6926243180998906,-20.567583177162913,-39.43576059549214,-82.6545495580813,Focused,0.8760529642387582
1784074998.420816,0.49769550006709345,1.6538318163669554,-14.771071751542163,-38.306520476466126,-51.028613228714434,Focused,0.8786151067693692
1784074998.6121,0.47960043939917857,1.6164877971207852,-9.280515956733637,-37.142753474795114,-19.135535098229646,Focused,0.8825016161278222
1784074998.8121126,0.4701707552480984,1.5687661940063502,-3.5522792841504227,-36.01534709880839,12.447354756182742,Focused,0.899534360055371
1784074999.018378,0.41898731813546275,1.5047098479319647,2.4842335080618554,-34.70145299552975,43.62658238525792,Focused,0.8530647095052455
1784074999.215442,0.3484001230471795,1.4352520242459226,8.925083092515289,-33.6758085572571,74.70022303725432,Focused,0.7761011718984454
1784074999.402367,0.33630899902856876,1.4153997611661395,9.813775891121255,-33.81898858436237,74.61622843256872,Focused,0.7438013022665695
1784074999.6069212,0.35155226951858437,1.4071573129828405,13.737274754844531,-39.52083709987885,74.70329812978925,Focused,0.806587855327997
1784074999.8080735,0.32604866018098816,1.3971969632504235,14.688525780431467,-38.976062923505495,73.38716696299966,Focused,0.7252697554371375
1784075000.0118263,0.3112336959570043,1.3846804361910094,16.403562622168966,-52.41940961888715,105.74292821607153,Focused,0.755621352230821
1784075000.4157662,0.2901907050576964,1.3865570181839835,16.605706798310916,-37.59189022976675,105.5075695527702,Not Focused,0.6253470321676495
1784075000.5976582,0.262142369349616,1.375586889081692,16.319871199417182,-23.09873511359032,70.62350298418764,Not Focused,0.6773840655190612
1784075000.8088439,0.23890743779757825,1.3656532409495343,15.83203859030959,-8.866685477144067,35.912502514104276,Not Focused,0.7207872189485756
1784075001.0186079,0.2137929911228927,1.3579708558838017,15.235334965188708,5.52706728393435,1.3176802598435813,Not Focused,0.7966536318060449
1784075001.2163718,0.19938697615234915,1.3505368957802073,15.206492438600696,19.625306139159957,-33.80016306706137,Not Focused,0.8743150999577517
1784075001.4080608,0.2096367267580832,1.352943738236708,14.670382830087968,33.82816771493964,-68.4396359693446,Not Focused,0.8519327566705817
1784075001.6080039,0.2101095233931428,1.3460594569132431,14.46418904802465,34.235940806136945,-69.48732184069263,Not Focused,0.8331849106692727
1784075001.810519,0.2230287645652119,1.357290798169723,10.588927428854152,40.329462748981754,-70.46105563613834,Not Focused,0.830388360697413
1784075002.0101197,0.24445622594244726,1.3729389320511838,9.312591098534607,41.520768302617036,-69.4455613153691,Not Focused,0.7685537857759321
1784075002.2156131,0.2635805840231925,1.3926133461847097,9.170395830916194,41.5802706991724,-69.44379728045861,Not Focused,0.79519554700612
1784075002.425288,0.3000511897632641,1.394943087253531,9.626575049433821,27.152027387464607,-70.80617211450522,Not Focused,0.6221445860137962
1784075002.6114504,0.3340018035270255,1.4118910463091194,10.45656911966533,13.02869102402143,-37.29364643011043,Focused,0.5053576574248972
1784075002.8076952,0.35909698264366857,1.4271602263317302,10.941120351350582,12.686180734017022,-36.70524022687273,Focused,0.6131536134716458
1784075003.012818,0.3845244471412354,1.4374925852051923,11.502532571034463,12.315440168843256,-35.88379608544055,Focused,0.7112898438625196
1784075003.2185574,0.4083157736339908,1.4502593928583083,12.709693914965685,-1.623399798201764,-2.509691934742881,Focused,0.7927477945604338
1784075003.408823,0.43183636711523465,1.4618022976225407,13.947660504185905,-15.48400256822623,30.82883461455283,Focused,0.8561942276681995
1784075003.6051066,0.46055073297702964,1.478943638498384,14.642986105671358,-15.660087117541668,31.49552525024801,Focused,0.9030464415717531
1784075003.8089302,0.4692199451687736,1.477195237362761,15.35529888880001,-15.863988365305806,31.74652907088413,Focused,0.9158229181545373
1784075004.006606,0.47176332342445104,1.4697976783028923,16.28755591698063,-3.978964834041603,-1.6862363207749922,Focused,0.9177316470600904
1784075004.2026505,0.4758904893342016,1.4643327586363526,15.35116751621745,9.531766538504906,-34.674158308073324,Focused,0.9120351290101796
1784075004.4013345,0.4386944621258532,1.4583837240305955,14.76944756270646,23.015523634515542,-67.50445278037739,Focused,0.8764352826691539
1784075004.5990849,0.4379742251579562,1.4634469882230103,13.519963808812296,36.41096335076047,-100.48877583832518,Focused,0.8919547412318523
1784075005.0004525,0.442970737003096,1.4778177748579675,11.701860729498483,36.516529437119345,-101.2990662508186,Focused,0.9251151970506709
1784075005.2086313,0.4505412210675388,1.4963290581229907,9.766467777920937,36.83194047317215,-102.35543658634033,Focused,0.9519324065977537
1784075005.4023306,0.4645526340054422,1.5260876853025738,6.990103486273152,51.04681805327853,-135.89888972418916,Focused,0.9469724128582436
1784075005.632996,0.47290399909588243,1.5488700253753862,4.310996647510044,65.43673414628998,-169.77392512331326,Focused,0.9480912616993267
1784075005.933185,0.4788848206665638,1.57283546205876,2.526702990576136,66.10777513464008,-170.955674089758,Focused,0.9332268942600066
1784075006.2136343,0.4826386726268955,1.6014690696869198,1.042300534051254,66.65862478977787,-171.88177003018458,Focused,0.9373997041330085
1784075006.4061863,0.489725596240348,1.6323025775591276,-1.171827419457529,67.67392573015202,-173.14006532434263,Focused,0.9392487068259384
1784075006.6177788,0.49792697229551186,1.6612384652131649,-2.6200304261307137,68.12215936841143,-173.87820375082444,Focused,0.9246933063639026
1784075006.8175669,0.5324764445116934,1.6943482832491816,-4.069625256039677,68.54243133341154,-174.65027700308215,Focused,0.955187399600472
1784075007.051604,0.5342577636785516,1.709469581324909,-4.982621262496394,69.11363518735425,-175.24274941121016,Focused,0.9547545881245216
1784075007.459952,0.5388523133723775,1.7171850635097612,-4.742774819761631,69.40835759429754,-175.29217435540482,Focused,0.9639749068235931
1784075007.7774675,0.5492305611661541,1.7202084329062135,-4.557584608323177,69.41213924748622,-175.21613592480284,Focused,0.9714455681716369
1784075008.0100362,0.553131787511971,1.7156245619071484,-4.248954336173588,69.17731654796316,-175.05411628325186,Focused,0.9737955383653601
1784075008.3075247,0.560473271144078,1.718542873101049,-3.8995073234738795,68.70942324427037,-174.58520065960766,Focused,0.9749518743156042
1784075008.518181,0.5266346584717401,1.7159300340758326,-3.6410132929538124,68.28195835295408,-174.0772435426305,Focused,0.9243085504509496
1784075008.7112682,0.5319046729816678,1.7143960638506683,-3.500198562244274,68.13169435627185,-173.7927174965236,Focused,0.9564960139352758
1784075008.923317,0.5389359447792857,1.7141715825622434,-3.5458499341143495,68.04797561040725,-173.7051274462238,Focused,0.9402222455027622
1784075009.1077285,0.5405225294274205,1.7151496253828378,-3.411062672520427,68.03535426253356,-173.5798575456999,Focused,0.9396732750846558
1784075009.3212988,0.5521588869920989,1.7221549673777468,-3.4555226869772113,68.01087021148315,-173.5227508571504,Focused,0.9349106408179791
1784075009.518144,0.5614519453574319,1.7240773424038924,-3.4015809253350113,67.98395505332745,-173.4430174876896,Focused,0.9714212486629801
1784075009.7105742,0.5645109327761102,1.728697223003088,-3.4449694122505243,67.88421540844129,-173.41563465136485,Focused,0.9702259403031153
1784075009.922425,0.5637197121865969,1.731602967090821,-3.3523925004146355,67.80540573203146,-173.25630780889128,Focused,0.9726893541396856
1784075010.1086917,0.5601880995562076,1.731982183986314,-3.245574088532578,67.77285605178346,-173.08787237369694,Focused,0.9708353199538468
1784075010.3241463,0.559235063795654,1.7315727636988538,-3.23250751449293,67.71631096397071,-172.99873250478555,Focused,0.9737622560058933
1784075010.510916,0.6023468863719328,1.732611099976074,-3.1928075573184294,67.77379470048665,-173.0969522312505,Focused,0.9852790063902618
1784075010.7191324,0.6064385710594212,1.7324652946682697,-3.2185472420504033,67.77225690642683,-173.1600239354878,Focused,0.9871662869781177
1784075010.9141977,0.6058045096185868,1.7258549793457856,-3.160693203429333,67.75981715859272,-173.16783993824117,Focused,0.987226083145164
1784075011.1205628,0.5527139206092784,1.7132803586426995,-3.1253503963072413,67.62992886186984,-173.02055417106402,Focused,0.9364020932328365
1784075011.3176882,0.4946959363840941,1.6791687854260697,-2.6854537105993885,67.70906489267895,-172.76516482459562,Focused,0.7789769421947889
1784075011.5144064,0.4495290884569899,1.6532833956508033,-0.829368540822576,66.85470672874098,-172.26809177217615,Not Focused,0.5063026646979925
1784075011.712498,0.40862819256219873,1.6279869647184249,-2.796216764096619,62.67513082062722,-170.75942618935565,Not Focused,0.7073047797103982
1784075011.9132245,0.36743282140920874,1.6052406387759475,2.3407671490759823,55.300443062962486,-168.9652442066222,Not Focused,0.759677779779593
1784075012.1127477,0.33833888597643885,1.5863599982122463,3.2247723192452056,56.21025083570341,-168.87091997731292,Not Focused,0.8218278204520666
1784075012.3082607,0.31724922418594187,1.5730561837913093,3.476494980593293,42.711701064446416,-134.18584637004105,Not Focused,0.8645475509837537
1784075012.5126925,0.2995817115983907,1.5603369326511947,3.656603042177656,29.164471057685766,-99.48125299631592,Not Focused,0.8808037175547134
1784075012.719358,0.28650754351157554,1.5456016099346657,3.8437255941469237,15.586069645865816,-64.70434240806216,Not Focused,0.8955614832515968
1784075012.9111836,0.27782370228691,1.5341485507399066,4.020478010521929,2.01135186128365,-29.882196586240525,Not Focused,0.8966437036489259
1784075013.1032853,0.32299084579722376,1.5286479052790523,4.455750154629962,3.1483739871205842,-30.235401950019064,Not Focused,0.8140380406365626
1784075013.311272,0.3653594764709081,1.5422741024493674,4.255154201190189,-10.58011169954769,4.2984870019695505,Not Focused,0.6857902105924678
1784075013.5151188,0.3793325818481404,1.5505581799476809,2.469441799417239,-23.33598501635519,38.64934909426334,Not Focused,0.6149159831581845
1784075013.7175808,0.39745966937421595,1.5581436613901705,4.582388134316153,-32.77204864537882,72.0574642493932,Not Focused,0.5035384628288442
1784075013.9012034,0.38333845889038265,1.560439201731984,-0.7468657227124007,-39.00744332687738,105.28969492683412,Not Focused,0.5173216937760099
1784075014.1156807,0.37675812539468156,1.5594235597321524,-1.9480011174462746,-39.566327645284794,104.46390334951995,Focused,0.5119652894898327
1784075014.310969,0.3766166260860866,1.555339545030882,-2.7459630306582192,-25.571090447014758,104.96852312627615,Not Focused,0.5375615545348036
1784075014.5107577,0.3789688034556825,1.5476204140474157,-3.4571913620438,-11.54262643437112,105.36233993502435,Not Focused,0.5465457914335835
1784075014.717674,0.37636132555777363,1.5376074224427771,-3.8942467525199356,-12.212508629262723,69.97696851347602,Not Focused,0.5658641069660593
1784075014.9034405,0.37298254041818024,1.5260771575745469,-4.333439125745094,-12.792064133847331,34.63101335940963,Not Focused,0.5696614522083441
1784075015.1060033,0.3698390025516245,1.5187430824569499,-4.873722655509104,-13.44057613616308,70.14793413880827,Not Focused,0.5494246169577438
1784075015.3118138,0.3717893738222482,1.5128940602533723,-5.071026385773522,-13.876706527475443,70.54785708910306,Not Focused,0.5647608794343593
1784075015.5119,0.3916791855548035,1.5087041644351566,-3.0851520791393567,-0.18344052267893146,36.64368314721519,Not Focused,0.5089400740990002
1784075015.7129128,0.4016345497062558,1.5013558301212524,-3.2636037218992984,-0.6395029224323295,37.07338053859769,Focused,0.5460744166026659
1784075015.9109702,0.44291144318199904,1.5002538205640725,-3.1027706519931826,13.422446025781914,1.3545239775425473,Focused,0.6667601613340971
1784075016.115905,0.4677574754560318,1.5016461407761508,-2.7790196176257855,13.48364252350305,1.4659274486764786,Focused,0.7245482589250958
1784075016.3050683,0.4797227052892025,1.5035627353304073,-2.2349424488751852,-1.0118062576437752,1.4076239347143713,Focused,0.8048752885423156
1784075016.517628,0.48686647219429185,1.5089183307438216,-1.7863379479345276,-1.0427517141657545,-34.27623117684415,Focused,0.8282751794762292
1784075016.706268,0.49639162399243525,1.5204224028710134,-1.6433057294869111,13.600708743674005,-34.16465762736545,Focused,0.8150629934633514
1784075016.9076474,0.4857111396189347,1.5221804710975508,-1.4634729557852537,28.19707487476831,-33.96838820737046,Focused,0.7570041990563492
1784075017.1043487,0.494870436529283,1.5245267892953211,-3.094116347463882,13.763771477626431,-68.94734317923046,Focused,0.8052363586337697
1784075017.317754,0.5041679936198176,1.5305147012671967,-2.912916279820009,28.420999750089447,-104.39092139046068,Focused,0.796556532887518
1784075017.5115914,0.46018498633879623,1.534660367823084,-0.3488347099628825,18.997817009477153,-73.83850012264556,Focused,0.7547556013139433
1784075017.715506,0.43509962020305687,1.5344237555845734,-0.7333403997330359,18.927464997377463,-109.25634736133391,Focused,0.7748311447164971
1784075017.9150195,0.437414674682544,1.5486138402134038,-0.012417014414269812,3.8125702393315564,-109.03469331100277,Focused,0.8486288434467559
1784075018.103301,0.4422144222820254,1.5573642611423169,-0.2987947476774223,3.442046448441586,-108.24098534655022,Focused,0.8400951629814843
1784075018.3095171,0.4402011258564782,1.5649024600504569,0.4014638087165812,2.905392999750795,-143.84271877677165,Focused,0.8040901444873658
1784075018.4991608,0.43634505593335665,1.5691888865961872,0.12679153125911133,2.603491187081512,-143.21181439908827,Focused,0.7907092376323727
1784075018.7195506,0.4128574086859521,1.5623274990437968,-0.23735675762842287,2.484440234776463,-142.78177019863767,Focused,0.7119814668861996
1784075019.0084116,0.39671802373318255,1.5646968520036626,-0.18904044787803365,2.6231636823219815,-142.91600933625165,Focused,0.5746435161130173
1784075019.2198617,0.3591770156420989,1.5635627470220037,1.3698721490002868,3.1096898385857727,-108.19573946088776,Not Focused,0.5936667326591927
1784075019.408158,0.3240294960901979,1.5581799975365132,1.0656620534267724,-10.865057193491364,-73.20767558588615,Not Focused,0.7402392111712535
1784075019.6154335,0.3421417098823207,1.5517025756505123,-3.7297142167418174,-14.752281008849078,-70.08853376146112,Not Focused,0.7194433103465278
1784075019.812861,0.3473577387624352,1.5517855996882937,-3.281032334210336,-13.770266692063519,-35.42167214180515,Not Focused,0.6939075788794169
1784075020.0397155,0.34695183942398955,1.5482142031476305,-4.119945696980557,-12.43484803659433,-0.39073729686585634,Not Focused,0.7369967668023423
1784075020.3034759,0.35106133366377557,1.5463944741372888,-4.202321547199926,-25.92820701403649,34.29028167258677,Not Focused,0.6541874404603074
1784075020.518177,0.3588877530687277,1.5459172743919762,-5.224689112522501,-24.929978769745713,69.63430274320467,Not Focused,0.6381807867600627
1784075020.75814,0.36522652203899275,1.5474941172298728,-5.122030140439383,-38.73184438528411,104.51250699831948,Not Focused,0.6143447913395991
1784075021.0695212,0.3779246401500608,1.5514272153704742,-4.709404045056207,-52.72610008730779,139.53374464930423,Not Focused,0.5213966439416945
1784075021.3199284,0.4103438622891547,1.5583447302055249,-4.6888070505652575,-67.02231268212016,174.93805529532034,Focused,0.6048177854206647
1784075021.5178957,0.44505828518950546,1.5654455515019792,-4.515093986800364,-67.17253849886781,174.76504781798775,Focused,0.7137553682370986
1784075021.827592,0.475956186058089,1.570512065330226,-3.9764250235766503,-53.04799909120277,139.59874420783336,Focused,0.7827979839350238
1784075022.0437486,0.5070485256660036,1.5802951714758402,-3.7301630420406915,-53.56428477218852,139.84830852918716,Focused,0.8521853687485688
1784075022.3311212,0.532423414493614,1.58883528610049,-3.031191747836341,-53.822109860332134,139.71495204916465,Focused,0.88563518729488
1784075022.531552,0.5397159091631253,1.589008746790834,-2.657427564448047,-54.17220618860803,139.8261575508121,Focused,0.8919587247611617
1784075022.724223,0.5372656807201281,1.5892762507262301,-2.0139385510718997,-54.42415988504922,139.56405453994404,Focused,0.9009356853346585
1784075023.028661,0.5358107608460169,1.5871775244014823,-1.2448937537453222,-54.55229318510252,139.18213924066146,Focused,0.9057503003730618
1784075023.2273355,0.5379355793281528,1.585382661869226,-0.5602379588602486,-54.568398923073474,138.77012848352058,Focused,0.9187613383866416
1784075023.4122744,0.5494385599650464,1.5884472627788342,-0.06620266382719349,-54.49221615600719,138.34684365306128,Focused,0.9305084488556603
1784075023.610279,0.5465405254469842,1.5856522742249508,0.34163541273360404,-54.43212132792608,138.03918040347406,Focused,0.9235803333459875
1784075023.8762388,0.5414060513862953,1.5825323060025742,0.8612579472741908,-54.39779151384787,137.67518450291448,Focused,0.9212058191238329
1784075024.344192,0.5389072734256393,1.5810059779213144,1.2751265364905353,-68.82765438377399,172.43420263278114,Focused,0.9324493254634086
1784075024.6298532,0.5357533406678685,1.5794359570389909,2.046812383028835,-68.7959298184976,171.92671382562597,Focused,0.9293800684300797
1784075024.9213517,0.4916023421588725,1.5736303356492194,1.8608091366596582,-68.60822534723326,172.20647730051496,Focused,0.891496984751887
1784075025.117716,0.494305054260877,1.5724812066851934,2.673873920383567,-68.67128477398467,171.73997146077602,Focused,0.893762752943978
1784075025.414284,0.49872771721658343,1.571264060740166,3.197092582693832,-68.76185926500264,171.48803798544975,Focused,0.9006947197246626
1784075025.6176662,0.4634648849513372,1.5657713225479035,3.7374559484859518,-54.647912232586364,137.22622466744443,Focused,0.8491118599032077
1784075025.834817,0.4136049978006036,1.5613376961869887,3.6930762655078153,-54.73273938208071,137.49735942700835,Focused,0.745220938603983
1784075026.1922593,0.38544588873013935,1.5542853490518775,2.395401727870152,-40.56352576841467,102.36166494474317,Focused,0.6052000059782187
1784075026.421795,0.37837180614457117,1.548171063305737,1.323854006475654,-26.596312760795435,102.8539534966646,Focused,0.5538272602220585
1784075026.7396066,0.3716876160778292,1.5415584523009564,0.9245407058809281,-26.919875999014938,103.5510850132583,Not Focused,0.5287790618151382
1784075027.0107124,0.3725482059897189,1.5364924272588798,0.37944247769806744,-27.18168187505959,104.15940601955981,Not Focused,0.5762471298998334
1784075027.2208605,0.37126064094036215,1.529170729759476,-0.24269095492829731,-27.46457144247585,104.73083505995615,Not Focused,0.5640394770158047
1784075027.4126897,0.411028278812255,1.5262600892396545,-0.3817863143255278,-28.150560911071146,104.98127498695462,Focused,0.5676550577986347
1784075027.6119475,0.4052176769862149,1.516154818095758,-1.2202490205973906,-28.335134000241812,105.56473166166226,Focused,0.5720884213860747
1784075027.8267024,0.3984271859889651,1.5108043260919,-1.8042235669132907,-28.205841931391024,106.0429464335958,Focused,0.5073633500462029
1784075028.0501697,0.4297781931320091,1.5115447089840655,-2.4421336336650072,-42.53679398084495,140.6498271454106,Focused,0.6232390350840039
1784075028.3176806,0.47735248288235493,1.516909573807744,-2.5732877185988543,-28.293055717482265,105.69730762916204,Focused,0.751537980137445
1784075028.5364022,0.5016435688920036,1.5198702987899595,-1.433493478767229,-28.369411091768256,106.15206304646499,Focused,0.8140065675940371
1784075028.8095498,0.5086691778905614,1.5258063423858732,-0.2559168154519562,-42.61277786828781,105.81128533645999,Focused,0.8642714848443546
1784075029.0182745,0.50939259610525,1.5278967978340319,-1.6693500521705587,-34.96908899940752,105.57355693434661,Focused,0.8356956776390274
1784075029.2207005,0.4939542886688685,1.5240227236846169,-1.8977884624425918,-20.629488739850856,70.4881271386359,Focused,0.7971086499377221
1784075029.4209485,0.4826362838264534,1.5260860578626232,-1.1365306095810055,-7.9036413677307396,35.85788692470824,Focused,0.7623806172622872
1784075029.616497,0.44630920131388707,1.5219343058684722,-1.1431847379085345,6.444298589256258,1.017141578042714,Focused,0.6684827933445526
1784075029.8091915,0.4204727423886793,1.517577739529699,-0.10041930008196473,19.410482267058534,-33.66969535922142,Focused,0.5718886514744109
1784075030.0276167,0.3964553866139592,1.507776429546356,0.08741638710437091,19.328386072332954,-33.7680619046552,Not Focused,0.5489718551499639
1784075030.2352436,0.3852420674080948,1.5030025441720554,0.22885523529111595,19.48161603439773,-33.94805886285013,Not Focused,0.6215239480797645
1784075030.4197385,0.3592957254492151,1.4846935538604413,-0.09253471160845379,19.619268704361662,-34.44707667379804,Not Focused,0.7294216929820093
1784075030.6089442,0.34301481798673494,1.4728670723235133,0.06115313663755597,19.7978380710124,-34.36725278702539,Not Focused,0.7039609120733054
1784075030.8211024,0.3260496929693291,1.4643622168238686,0.3366682785699397,20.154460933206572,-34.61807473675192,Not Focused,0.7433131551546598
1784075031.0110848,0.3147086038763903,1.458127038122667,4.169614926933933,14.653881578996566,-35.56278727489642,Not Focused,0.7049153240744905
1784075031.2345004,0.31368625410701334,1.4519591865304406,4.60792018201929,0.7658073726441188,-0.9440245586294281,Not Focused,0.6053084397392512
1784075031.4152164,0.2880359072671294,1.4404732054697729,5.39746581757119,1.9163792634917378,-0.5141608148109242,Not Focused,0.6811626726116295
1784075031.6076095,0.29737696587559337,1.440892877136853,5.914476260442529,-12.063423146407555,33.67385260855326,Not Focused,0.5415718908528768
1784075031.8089128,0.28922681816897666,1.4309888167121676,5.0325456621694915,-24.82228275174693,68.24781892626763,Not Focused,0.7684611419678125
1784075032.0212624,0.2780686737983516,1.4303863767371439,5.366225402906427,-10.274338676027039,33.3244891617345,Not Focused,0.8157010086901905
1784075032.222063,0.2551543279206756,1.416364985810964,5.298587202265396,4.755101400053222,-1.5775139077028597,Not Focused,0.8865268486864651
1784075032.6273441,0.25373574805546173,1.4138630032288315,5.74077660598029,-9.1761936624946,33.35897209795152,Not Focused,0.9158321862030316
1784075032.8086753,0.2574731645447844,1.4081884165510161,6.37721714014762,-8.217296365701326,33.45978672287258,Not Focused,0.9129890357590781
1784075033.0157104,0.2680067771495178,1.4004802567807435,6.413001559583018,-8.199556064121445,33.39068516206784,Not Focused,0.8897526701095017
1784075033.206046,0.2725973649472331,1.3987254123282584,4.476007161044049,-9.747328605803762,33.812532130275756,Not Focused,0.8734416454114884
1784075033.4284818,0.2778641354251856,1.4044829709529394,4.665448849734854,-9.751130559173665,33.68933851036371,Not Focused,0.8346081309307605
1784075033.6263404,0.30303547860990204,1.411156404217197,3.533284508024555,-23.11776605382854,67.27738167959481,Not Focused,0.7733738306641407
1784075033.9176257,0.3170834681136476,1.4097532218392241,3.419265565462029,-22.995103265257946,67.38922655233745,Not Focused,0.7922217993241993
1784075034.179205,0.3380547338215381,1.417597746382953,3.602010498262323,-22.685343886835557,67.05462973835952,Not Focused,0.7288206307504652
1784075034.556232,0.3649227667518244,1.4211525357591126,0.44001077451687143,-29.234498184012125,102.30819807765918,Not Focused,0.6513218025659666
1784075034.825328,0.4019552039968124,1.43880390957715,0.6149476499437629,-44.09403721177559,136.8693238852949,Not Focused,0.5317081695313707
1784075035.1134987,0.43710504158102176,1.4565783248953326,0.7426325997022041,-44.40846465885301,136.86680627516984,Focused,0.6286143876859694
1784075035.3132596,0.4571740494695954,1.475762312344055,0.07888478864929996,-59.57036087404374,171.23931842248967,Focused,0.6871021903004619
1784075035.5210657,0.4738912918322097,1.492916483795873,-0.39110477034178437,-59.55146625977211,171.1424052614043,Focused,0.7497612505202705
1784075035.7254987,0.49935326355284626,1.5066771540739547,-0.7022661581740318,-59.63459034720429,170.986427912331,Focused,0.8009134622454541
1784075035.919009,0.5190227657463476,1.5177802817885975,-1.0958765505615848,-59.62423702040064,170.91024246144883,Focused,0.8408840786903576
1784075036.1244009,0.541937823401659,1.5355979437902363,-1.6010108146258788,-59.638083940819705,170.94664075755492,Focused,0.8793470937384077
1784075036.4178655,0.5590296532615406,1.548167334636278,-2.376225920791872,-59.63618538539796,170.79870079982555,Focused,0.8515572240861283
1784075036.6342382,0.5740129027137864,1.5612217707818754,-2.9356582929166044,-59.71143149534366,170.63758956756917,Focused,0.8980901259737604
